"","annot","BH.Q","ADJ.P","PER","LAG","AMP"
"412","Creb3",0.00180160649931598,0.00048772772633416,24,6,2.30562524415264
"413","Exosc5",0.359205881041165,0.248897261034509,24,12,1.46821521642786
"414","Arid4a",0.578522249406821,0.440550552725084,24,21,0.481736079590979
"415","Elmo3",1.66177937648703e-06,1.43837257264991e-07,24,4,4.1953129773184
"416","Usp2",2.78373365049546e-10,7.94620102811781e-12,24,13,22.2013367902787
"417","Rala",1,1,22,20,1.03585197236431
"418","2210016F16Rik",0.0646035585083442,0.033640250770229,18,4,1.21090716060791
"419","Tnnc2",0.266471125778578,0.173721507413659,24,13,0.133431778089031
"420","Kdsr",1,1,24,8,1.60713900511238
"421","Aebp2",0.0989242904447056,0.0545632136062419,16,1,1.21879776913096
"422","Pprc1",0.00195706094001964,0.000535218323375538,12,11,4.68367106338718
"423","N4bp2l1",3.96205091384411e-05,5.49068750030882e-06,24,10,5.30975213252902
"424","Fads3",2.4054325343312e-05,3.04555224190184e-06,24,7,7.15118351302888
"425","Emilin1",0.146907641946395,0.0868459540788082,24,22,1.66873877065879
"426","Pkd2",1,1,16,4,1.43874304470123
"427","Zfp266",0.117569639812925,0.0667418811645197,24,1,3.07831609930383
"428","Ccl9",0.377652715861544,0.263939605284449,24,23,1.73317487588932
"429","Dhx37",0.00485236539444844,0.00157277405050262,24,21,1.86861863352144
"430","Zhx2",0.00267576643819794,0.000772424289479791,24,18,1.81948896437101
"431","Nab2",0.0395534225733349,0.0189026025005164,24,6,3.59739132365496
"432","Irf2bp1",0.00121475794946598,0.000304248768190375,12,11,2.26495239882709
"433","Ddx56",0.0186275562875703,0.00758138110414923,12,10,1.06708747938985
"434","Dnajc21",0.0224958858288927,0.00958043019876876,24,16,1.86338080846544
"435","Fmo2",1.40061112683856e-08,6.64194042653643e-10,24,14,13.6820493679054
"436","Coq10a",0.00334561626501806,0.00101200270999856,24,8,2.64399845554611
"437","Tmem87b",0.0113896832099765,0.00432619182699385,24,10,2.68427814169339
"438","H1f2",6.20787067011152e-10,2.02927632402356e-11,24,0,7.4664780076499
"439","Specc1l",1,1,24,2,2.05563524278032
"440","Cacfd1",0.00180160649931598,0.00048772772633416,24,8,2.12089056568071
"441","Tent4a",0.000436909338582627,9.31349096518216e-05,24,15,2.80201225874385
"442","Vps51",0.0130198788883211,0.00508926205165037,24,3,1.84951392314531
"443","2310022B05Rik",0.000102676822184771,1.7065530759071e-05,24,7,4.81964258398621
"444","Mapk15",5.87063821450802e-05,8.70324818172921e-06,24,2,9.16891804945371
"445","Cdkn1a",7.71606825349505e-11,1.66968327769e-12,24,22,20.9942385625411
